IDpole	OccurDate	Payment	IDclaim	Guarantee
90166637.101a	37758	135	13234	Windscreen
90181946.102a	38037	1030	1206780	TPL
90108446.100a	38054	3172	1206078	TPL
90181660.100a	38045	199	1206491	TPL
90119657.101a	38337	2330	207963	Theft
90134896.100b	37959	3222	208165	Damage
90144663.101a	38016	1830	1208415	TPL
90178240.100b	38030	217	1207804	Windscreen
90179846.101a	38054	0	1207710	Damage
90152301.100a	37716	304	11358	Windscreen
90190330.101a	37996	3260	1209610	TPL
90145541.100a	37672	453	8914	TPL
90105026.101a	37730	316	11602	Windscreen
90144865.104b	38145	0	1202378	Other
90171821.101a	37688	155	9368	TPL
90110915.101c	37898	570	205501	Windscreen
70100046.10a	37772	565	13299	Windscreen
90145289.100a	37668	273	8991	Windscreen
80100007.10b	38041	234	1206638	TPL
90159926.101b	38140	498	1202576	TPL
90149971.101a	37840	897	202972	TPL
90154375.100b	38094	855	1204410	Windscreen
90159148.100a	37930	204	206655	TPL
80201149.101a	37648	364	7844	Windscreen
90172100.100a	38212	1962	1206413	Damage
90157495.100a	37626	1136	7027	TPL
80201164.101a	38204	378	1203614	Windscreen
90182439.100a	37718	0	10497	TPL
90127777.101a	38304	225	209525	TPL
90187285.100c	38055	575	1206160	TPL
90167863.100a	38314	878	206907	TPL
90157711.100a	37846	643	202892	TPL
90133759.100b	37630	0	9822	TPL
90131424.100a	37913	62	205945	TPL
90103562.102a	38329	318	202220	TPL
90118062.101a	38233	33	1206585	TPL
90156582.100a	37661	113	8444	Windscreen
90184786.100b	38170	293	200159	TPL
90145208.101a	37724	631	11294	TPL
90126372.100a	38227	1069	1207926	TPL
90192784.100b	38106	915	1203567	TPL
90107853.101a	37671	487	8488	Windscreen
90129189.101a	37724	1121	10727	TPL
90146501.100a	37793	897	200626	TPL
90156376.100b	37916	246	206030	Windscreen
90148838.101a	38254	106	1203646	TPL
90168026.100b	37873	409	204312	TPL
90133620.100a	37969	914	208645	TPL
90132488.100a	38318	279	11593	Damage
90154401.103a	37748	264	12172	Windscreen
90126974.101b	38134	729	1202632	Damage
90187416.100a	37908	897	205740	TPL
90110846.101b	37779	1365	200210	Damage
90153350.100a	38033	2895	1207565	TPL
90159923.101a	38078	915	1207060	TPL
90167933.100b	38152	67	1201978	Damage
1010973.100b	38013	126	1208500	Windscreen
90160841.101a	37638	310	8151	Windscreen
90154890.100b	38223	897	202225	TPL
90194820.100a	37877	755	204097	Windscreen
90129256.101b	38187	315	9773	Windscreen
90152280.100a	38258	187	7826	TPL
90148562.100a	38036	2858	1207104	TPL
90164976.100b	37902	84	205856	Windscreen
90113038.101a	37759	597	12534	TPL
90182416.100a	38064	976	1205794	TPL
90141550.100a	37724	306	10898	TPL
90124885.101a	37645	3381	7717	Damage
90190048.100c	38226	254	205811	Windscreen
90124555.100a	38176	14966	204563	Theft
90133620.100a	38004	932	1208645	TPL
90179166.100a	37879	336	204214	Windscreen
90187752.100a	37954	1055	208417	Damage
90193311.100a	38312	93	13176	Other
90146239.101a	38273	3502	9056	Theft
90147468.101a	38072	915	1205655	TPL
90157217.100a	38351	3286	10834	Fire
90131674.100c	38056	1071	1206105	Damage
90160290.100a	38317	8931	1208647	Theft
90119253.101b	37917	176	206023	TPL
90154164.100b	37924	897	206736	TPL
90191778.100a	38232	234	1207803	Windscreen
90194538.100a	38225	291	204808	Theft
90133601.100a	38094	915	1204265	TPL
90132293.101a	37770	225	13085	TPL
1005327.102a	37943	312	207294	Windscreen
90177836.100b	38247	540	208484	Windscreen
90158529.100b	37821	120	201882	Windscreen
90152137.100a	38271	642	202617	TPL
90120556.101b	38054	131	1206727	Windscreen
50100261.101a	37665	228	8884	Windscreen
90144740.100a	38302	648	202024	TPL
90186184.101b	38327	1347	200895	Damage
90188384.100a	37937	172	207900	Windscreen
90161611.100a	38131	690	1203851	Theft
90119558.101b	38247	265	8834	Windscreen
90152027.101a	37660	442	12958	Damage
90164574.100a	37625	1850	6989	Theft
90144726.101a	37796	456	200949	Windscreen
90145440.100a	37691	887	9716	Damage
90174079.100a	38075	54	1205843	Windscreen
90119058.101b	38122	57	1203835	Windscreen
90166567.100a	38106	1093	1203954	TPL
1000733.10a	37788	266	202367	Windscreen
90145262.102a	38218	208	200301	Windscreen
90111560.101b	38164	395	1201360	Windscreen
90108672.101a	37834	897	202364	TPL
90133976.100a	37767	139	13169	TPL
90149566.100b	37711	1884	10400	TPL
90145160.101a	37784	897	200560	TPL
90164534.100b	38321	1001	1203332	TPL
90186013.100a	38303	0	207701	TPL
90108926.101a	37950	561	207966	Damage
90113364.101a	37720	897	11247	TPL
90170031.100a	38250	1978	207329	Damage
90103693.101c	37741	897	11974	TPL
1001365.100a	37977	897	209081	TPL
90105002.101a	38170	191	13482	Windscreen
90110452.101a	37686	2452	9796	TPL
90183859.100a	38286	2344	1203745	TPL
40201471.101a	37879	186	204893	Windscreen
90152946.100a	38056	7416	1205894	TPL
90167836.100a	37808	1982	201467	TPL
90178042.101a	37915	2190	206264	Theft
90157116.100b	38252	107	1206161	Damage
90180755.100a	37635	327	7462	Windscreen
90158244.100a	38066	1062	1205290	TPL
90103939.104b	37972	291	209168	Windscreen
90132416.100b	38003	260	1209452	Windscreen
90133147.100a	37902	550	205950	Windscreen
1007617.100a	37902	363	205990	Windscreen
90157711.100a	37648	96	8004	Windscreen
90111884.100a	38227	1175	1203416	TPL
90149459.100a	38309	242	1205683	TPL
90107991.101a	37752	237	12354	Windscreen
80200740.102c	38154	6328	1201660	TPL
90127130.101a	37997	583	1208849	Windscreen
90129264.101b	37745	258	12294	Windscreen
90134761.102a	38120	4282	1203281	Theft
90102036.10a	38304	1402	209601	Damage
90156863.101a	37685	4182	9441	Damage
90144826.101a	38139	5001	1202485	TPL
80201143.102a	38293	351	13224	Windscreen
90176156.101c	37972	56	209258	TPL
90126360.101b	38241	0	8548	Damage
20100162.10a	38103	915	1203901	TPL
90163026.100b	38351	5254	209251	Damage
90157900.101a	38226	392	1205355	TPL
90146674.100a	38259	1830	1209431	TPL
90166392.101a	38333	894	1208392	Other
90128697.100a	38119	285	1203231	Windscreen
90176025.101b	37649	307	7771	Windscreen
90140607.100a	38039	91	1207379	Windscreen
90171946.100a	38035	4467	1207091	Damage
90160255.100b	37959	0	209312	Damage
90126000.101a	37711	1121	10485	TPL
90114331.101a	38224	1534	9926	TPL
90166120.100a	38187	246	1205021	Windscreen
90159069.100a	38288	3424	1206843	TPL
90134274.100a	38263	914	9576	TPL
90180421.100a	37885	159	206183	Windscreen
90133578.100b	37769	47	13146	Windscreen
90108681.101a	37660	127	8312	Windscreen
90134903.100a	38017	214	1208002	TPL
1001358.101a	38271	499	200966	TPL
90134831.101a	37785	399	200270	TPL
90159177.101a	37893	447	205177	TPL
90105011.100a	37983	785	209541	TPL
70207717.100a	38240	265	1203776	TPL
90156047.100b	37785	70	200902	Windscreen
90139473.100b	37970	441	209831	Windscreen
90194820.100b	38210	422	205147	Windscreen
90187322.101a	37821	62	201960	Windscreen
90111561.101b	37716	60	11186	Windscreen
90134669.100a	37688	143	11423	Windscreen
90108266.101a	37688	238	9670	TPL
90151862.100a	38312	897	209353	TPL
90181660.100a	37928	195	206491	TPL
90188237.100a	38032	287	1207817	Windscreen
90181564.100a	38018	627	1208163	TPL
90126974.101a	37840	715	202632	Damage
90185961.100a	37838	190	202542	Windscreen
90146532.101a	38145	588	1202407	TPL
90194422.100a	37650	1009	8457	Damage
90171890.101a	37860	85	205344	Windscreen
90175869.100b	38268	88	207830	Other
90124465.101a	37676	54	9081	Theft
90111568.100a	37819	608	201974	Windscreen
80200265.10a	38320	3476	200760	Theft
40200270.100c	37719	0	10882	TPL
90119461.100a	37792	355	200851	Windscreen
90150396.100a	38197	480	205838	TPL
90179678.100a	37772	256	13244	Windscreen
90173850.100a	37887	6486	204797	TPL
90149837.100a	38349	1430	1208763	Other
90134348.100a	37943	191	207506	TPL
90159322.100a	37737	185	12120	Windscreen
90120966.101b	38274	386	1209837	Windscreen
90160269.100a	38337	148	1205851	TPL
90168823.101a	37718	303	11539	Windscreen
90184996.100a	37965	2298	208904	TPL
90109725.100a	38047	200	1206278	Windscreen
90105888.10a	38268	74	210395	Windscreen
90126489.101b	38294	597	10697	TPL
90121358.101a	38114	2005	1203458	TPL
90158465.101b	38271	1481	201827	Fire
90144630.100a	38146	888	1202159	Theft
90149521.100a	38181	897	206767	TPL
90179839.100a	38129	67	1202739	TPL
90139049.100a	37689	117	9970	Windscreen
90127907.102a	38321	114	7589	Theft
90180693.100a	37703	368	10109	Windscreen
90182558.100a	38179	897	204344	TPL
90104848.101a	38074	1065	1205520	Theft
90144842.100a	38027	266	1208249	Windscreen
40200408.100a	37964	2802	208569	TPL
90177817.100a	38233	266	1209143	Windscreen
90165063.101b	38016	337	1209503	Windscreen
90183917.100a	37954	336	207949	TPL
90189769.100b	38277	724	1204631	Damage
90148619.100a	38287	69	209923	Windscreen
90126982.103c	38283	48	208871	TPL
90174312.100a	38308	1578	11684	Damage
90169026.100a	37816	1557	201843	TPL
90186185.100a	37684	167	9655	Windscreen
90146643.101a	37727	897	11111	TPL
90151516.100a	38229	9899	1205954	Fire
90144753.101c	38023	13574	1207855	TPL
90145541.100a	38035	57	1207207	TPL
90152360.100a	37778	2345	200650	Damage
90144893.100c	37657	96	8436	Damage
90157963.100b	37844	281	203223	TPL
90151980.100a	37931	1735	206701	Theft
90190826.100a	37839	325	202503	Damage
90147630.101a	38117	397	1203499	TPL
90151001.100a	37710	872	10492	Damage
90180356.100a	37659	93	8310	TPL
90149587.100a	38144	473	1202217	TPL
90164574.102a	37656	964	8538	TPL
90185111.101a	38154	1004	1201713	Damage
90176285.100a	38205	57	1207677	TPL
90149617.100a	38128	218	1203254	Windscreen
90108813.101a	37879	291	204889	Windscreen
90193064.100c	38066	468	1206123	Damage
90115877.101a	37784	661	200356	TPL
90161210.100c	38248	927	1207434	Theft
90132419.101b	38312	6162	12693	TPL
90181688.100a	37885	897	204698	TPL
1005484.100a	37766	338	13499	Windscreen
90179718.100a	38041	794	1206872	Theft
90112652.100a	38240	53	200901	Windscreen
90133353.100b	38083	110	1209305	Windscreen
90173086.100a	38112	3773	1204052	TPL
90117973.101a	37856	219	203249	Windscreen
90173993.100a	38260	1804	200112	TPL
90154120.100a	38281	205	1205595	TPL
90176680.101a	38301	294	9183	Windscreen
90125761.102a	37769	0	13706	TPL
90158974.100a	38218	1573	1209461	TPL
90140600.100a	37665	361	8997	Windscreen
90193800.100a	38319	255	1208288	Windscreen
90108658.101b	38100	3573	1204141	TPL
90105460.100b	38092	567	1204388	TPL
90104445.101b	38339	120	200787	Windscreen
90154236.100a	38292	254	1210307	Windscreen
90160841.101a	38255	0	1201234	TPL
90108644.100b	38157	194	1201967	Windscreen
90138456.100b	37698	3737	10083	TPL
20100389.10a	37745	301	11819	Windscreen
90178461.101a	37626	598	7208	Windscreen
90138160.100b	37791	21713	200674	TPL
90181275.100a	38321	2802	210008	TPL
90147730.100a	37895	528	208382	TPL
90144842.100a	37636	689	7679	Theft
90148849.101b	38118	632	1205977	TPL
90188971.101b	38099	170	1204433	Windscreen
90157339.101a	38223	380	200551	Windscreen
90134601.100a	37636	70	7804	TPL
90168227.100a	37785	897	200437	TPL
90116866.101b	37997	2620	1208991	Damage
90128783.100a	38286	32	1205994	Other
90187900.100a	38018	10360	1208066	Theft
90132921.100a	38328	4062	13112	Theft
90151867.100a	38184	1121	13156	TPL
90148111.100a	37792	1779	200936	TPL
90117151.101a	38315	530	11659	TPL
90128109.101a	37717	1978	11078	TPL
90106309.101a	38196	293	1210203	Windscreen
90159289.100a	37996	365	1209186	TPL
90148239.100a	38151	115	1202523	Windscreen
90193123.100a	38174	631	1203217	Theft
90176084.100c	37833	1401	202848	TPL
90153198.100d	37867	3693	203773	Damage
90125067.101b	38201	267	208096	Windscreen
90138471.100a	38117	71	1203687	TPL
90104695.101a	37858	22	203452	Theft
90120253.101b	37997	155	1209328	Windscreen
90158821.100a	38349	988	1204940	Fire
90157490.100b	37853	791	203268	TPL
90187948.100a	37953	399	208833	Windscreen
90112260.101a	38053	274	1206221	TPL
90147557.100b	37695	766	9894	TPL
90145795.101a	37684	897	10308	TPL
90134361.100b	37693	468	11436	Windscreen
90155368.101a	37792	334	201357	Windscreen
90126712.100a	37855	841	203345	TPL
90134601.100a	37677	2738	8956	TPL
90193892.101a	38169	240	203710	Windscreen
80100177.101c	37734	3861	11564	TPL
90129355.101a	37898	56	205500	TPL
90110150.101b	38039	416	1207408	Windscreen
90194392.100b	37719	8	10850	TPL
90109103.101a	37646	341	7962	TPL
90180626.100d	38036	2144	1206995	TPL
90156705.101a	37761	897	12644	TPL
90180731.100a	37718	90	11157	Windscreen
90113742.101a	37935	250	207762	Windscreen
90153795.100a	37681	500	12101	Damage
90107378.101a	37789	4175	200780	TPL
90167237.100a	38155	25	1202076	TPL
90147740.100a	37877	288	206495	Windscreen
90152641.101a	37712	561	11117	TPL
1001942.100a	37879	259	204905	Windscreen
90133236.100b	38255	320	209501	Windscreen
90130923.100a	37662	1268	8482	Theft
90164619.100a	37636	2892	7517	TPL
90133210.100b	38262	2818	9731	Fire
90169877.100a	38295	315	13310	Windscreen
90107991.101a	37867	396	203711	Windscreen
90180824.100a	37677	840	9755	TPL
90139283.100b	38015	1430	1208158	Theft
90168840.100a	37906	64	205932	Windscreen
1003140.101b	38256	505	1205974	Theft
90168303.100b	38063	2723	1205540	TPL
90165334.100a	37831	396	203857	Windscreen
90125294.101a	38243	146	209807	Windscreen
90149760.100a	38295	200	9785	TPL
90164564.101a	38086	1118	1205518	TPL
90185004.101a	38083	6344	1205010	TPL
90127782.101a	38305	0	1203752	Damage
90192857.100b	37924	1416	206459	Damage
90133534.100a	38126	130	1208974	TPL
90187287.103c	38016	249	1208612	Windscreen
90181191.100a	37893	167	209302	Windscreen
90135271.100a	37741	107	12272	Windscreen
90171942.102a	38266	0	1208136	Damage
90148861.100b	37997	1215	1209617	TPL
90159632.100b	37737	98	11837	Windscreen
90131257.101a	38285	7443	9718	Theft
90145114.100a	38293	603	1202218	Windscreen
90105812.101a	38184	352	1205156	TPL
90134226.100a	37965	175	209734	Windscreen
90144517.100a	37624	287	7178	Windscreen
90151972.100a	37936	243	206990	TPL
90132319.100c	37955	132	209152	Windscreen
90146191.100a	38186	3898	203461	Damage
90187961.100b	38300	1124	203832	Theft
40200078.101a	37733	0	11571	TPL
90176295.100b	37840	436	202858	TPL
90127966.101b	38341	96	1206258	Theft
90169138.100a	37726	82	10980	TPL
90144745.100a	37922	708	206697	Windscreen
90166300.100a	37675	349	12055	Windscreen
90172474.101c	38128	365	1204509	Windscreen
90109458.100a	38034	367	1207764	Windscreen
90157896.100a	38259	361	8564	TPL
20200241.100b	37780	291	201448	Windscreen
90140643.100a	38118	1630	1203675	TPL
90149587.100a	37830	464	202217	TPL
90180459.101a	37866	282	204607	Windscreen
90180842.100b	37898	120	205699	Windscreen
90131962.100b	38247	897	10403	TPL
90146210.100b	37982	101	209594	Windscreen
80100208.101a	38087	78	1205611	Windscreen
90112657.101a	37635	225	7673	Windscreen
90180701.100a	37665	23	8646	TPL
90157332.100a	38259	124	1204383	Windscreen
90168449.100a	37846	510	203105	Theft
90180851.100b	38101	651	1203974	TPL
90127356.101d	37813	16699	201450	Damage
90165952.100a	37823	569	203969	TPL
90145989.100a	38319	1121	13611	TPL
90191826.100a	37873	253	204166	TPL
90144799.102a	38197	3084	209560	TPL
90155218.100a	38311	897	11230	TPL
90155824.100b	38157	59	1201610	TPL
90188318.100a	38245	325	205798	Windscreen
90103229.100d	38043	3507	1206663	Damage
90160573.100a	38282	259	202286	Windscreen
90134529.102a	38044	915	1206667	TPL
90166850.100b	38032	480	1207444	Theft
90131304.100c	37964	267	209280	Windscreen
90155966.100a	38243	1195	8629	TPL
90187192.100a	38101	0	1203867	TPL
90133799.100a	38060	238	1205928	TPL
90156989.101a	37710	169	11203	Windscreen
90104695.101a	38116	22	1203452	Theft
90131511.100a	37642	0	7850	Damage
90158564.100a	38341	1143	1207929	TPL
90168100.100b	38239	225	9878	TPL
90127971.101a	38289	672	208326	TPL
90113781.101a	38007	2111	1208811	TPL
90154015.100a	38297	915	1207119	TPL
70100161.101a	38285	245	1209273	Windscreen
90132380.100b	37662	1875	8282	TPL
90134761.102a	37678	68	9544	Windscreen
90132494.100a	37673	0	10614	TPL
90145178.100a	37834	324	203136	Windscreen
90144675.100a	38269	8697	1204595	TPL
90160607.101a	37832	380	202200	TPL
90157533.100b	37700	2879	9767	TPL
90152084.100a	37856	897	203463	TPL
90128403.103a	38240	271	1202044	TPL
90175960.100a	38206	1830	1204567	TPL
90149443.101a	37770	1671	13152	TPL
90147912.100a	38097	915	1204117	TPL
90132274.100b	38246	209	202805	Windscreen
90193835.100a	37955	1313	208135	Theft
90154115.100a	38294	58	11263	TPL
90128697.100a	37855	279	203231	Windscreen
90152639.100b	38122	1344	1203226	TPL
90187847.100b	38332	341	1203604	Windscreen
90150195.100a	38027	2858	1207234	TPL
90167769.100a	37700	6821	10467	TPL
90113330.101b	38346	4017	205483	Theft
90167885.100c	38100	71	1204132	TPL
65134460.100a	38115	1429	1204710	TPL
90168873.100a	38287	145	10931	Windscreen
1000937.100b	37874	6676	204061	TPL
90187794.100a	37865	897	204286	TPL
90109578.101a	37787	897	200390	TPL
90148938.100a	38302	1292	13060	Theft
90126480.101a	38022	743	1207775	Damage
90126734.100c	38021	915	1208169	TPL
90147938.100a	37755	280	12372	TPL
90164494.100b	38284	73	1203255	Windscreen
90135196.100b	38174	360	200746	Windscreen
90187046.100a	37833	229	202636	Windscreen
90183973.100a	37855	181	205789	TPL
90184248.100a	37637	17231	8906	TPL
90148562.100a	38275	458	1201189	TPL
90125793.101a	37670	2098	8561	TPL
90180927.100a	37656	2452	8168	TPL
90158529.100a	38153	122	1201882	Windscreen
90156535.100b	38052	543	1206608	Windscreen
90189115.101a	37625	0	7090	Windscreen
90145514.101a	38079	1251	1206685	Damage
50200829.101a	38113	915	1203342	TPL
90149756.100c	37669	98	8630	TPL
90149198.100a	37936	220	207002	Windscreen
90130899.100a	38100	1501	1208643	Damage
90154080.100a	38131	631	1203022	TPL
90120966.101b	38124	1830	1203142	TPL
90153184.102a	38165	606	1201353	TPL
90144753.101c	38004	57	1208995	TPL
90132330.100a	37698	958	9857	TPL
80201166.101a	37731	77	11934	Windscreen
90180487.100a	38050	234	1206263	TPL
90184932.100b	37778	762	200536	Damage
90109081.101a	37739	175	12066	Windscreen
90164579.102a	38048	902	1206466	Damage
90139770.101a	38321	368	9179	Windscreen
90191805.100c	37956	1752	208890	Theft
90107861.101a	38028	2058	1207856	TPL
90103666.101a	38344	358	205888	Windscreen
90172908.101a	37943	255	207760	Windscreen
90113945.101b	37784	2102	200790	TPL
90194796.101a	38284	0	201107	Damage
90149742.100a	38097	684	1204213	Theft
90135259.100c	38098	697	1204103	Windscreen
90151478.100a	38140	1372	1202538	TPL
90105514.101b	38045	386	1206625	Windscreen
90125583.100a	37688	262	10191	Windscreen
60100023.10a	38212	3832	202707	Theft
90133329.100a	38092	1830	1204406	TPL
90160017.100a	38173	289	13273	Windscreen
90182043.100b	37846	1237	203237	Damage
90121951.101b	38266	5940	207082	TPL
28381953.100a	38114	386	1203539	TPL
90146122.100a	38048	57	1206275	Windscreen
90124794.101a	37899	1432	205301	TPL
90164863.100a	38071	915	1205377	TPL
90153369.100a	37772	274	13102	Windscreen
90123554.101a	38259	111	203651	Windscreen
90146103.100a	37998	97	1209504	Windscreen
90134299.100a	37712	188	10615	TPL
90131378.100a	38244	50	1203590	TPL
90167947.100a	37720	262	11577	Windscreen
90132345.101a	37926	173	206533	TPL
90155072.100a	38302	266	208275	TPL
90152050.100a	38165	85	1201400	TPL
90147718.100a	37964	701	208658	TPL
90182515.100b	37624	281	7374	Windscreen
90181916.100a	37971	1752	209037	Theft
90110858.103b	37652	701	7892	TPL
90153450.100c	38007	576	1208758	TPL
90105007.101a	38127	11	1202977	TPL
90120149.101a	38260	973	10540	Theft
